sept_paystat,AGE,LIMIT_BAL,sept_bill,aug_bill,sept_payment,july_bill,june_bill,aug_payment,april_bill,may_bill,april_payment,y_actual
0,39,700000,99259,102345,5000,109636,326,10000,61707,2016,17785,0
1,24,140000,0,0,0,0,0,0,0,1086,0,0
-1,29,300000,24921,21333,2000,16212,11304,3000,6138,11396,0,0
1,33,120000,66055,67405,3000,68405,69387,2700,72215,70727,0,1
0,39,280000,213738,228963,20300,223810,158542,0,108143,162244,4000,0
2,51,70000,54968,51384,0,49734,50361,2100,47245,49185,2100,1
-1,24,20000,4101,507,507,3042,0,3042,6204,8402,4739,0
-1,45,150000,2605,2605,2605,4590,2605,4590,3795,2605,10675,0
0,30,60000,15380,4116,4147,19453,17912,19435,18848,18480,1000,0
-1,51,200000,780,0,0,390,780,390,390,390,390,0
1,24,50000,48861,48082,2000,48614,26667,2233,26850,26036,3000,1
-1,50,150000,55336,58255,5085,36260,35037,4000,63156,34631,5000,0
0,22,20000,20243,20400,1410,19583,19983,1200,19705,20196,0,0
0,27,40000,11058,11471,2000,11776,12660,1500,12413,12660,2078,1
1,33,170000,0,7042,7042,2986,0,2986,0,0,0,0
1,24,50000,27087,26372,0,26992,27693,1400,28607,29237,1000,0
0,37,10000,8755,8158,1167,7540,8164,1022,5923,6963,0,0
-1,58,200000,3035,199602,199646,720,0,720,1500,0,185652,0
0,48,50000,20944,4696,2360,47225,16483,49325,9693,9343,503,0
-1,28,320000,2007,3477,2000,3037,1633,1000,0,3633,3000,0
8,24,20000,24310,23987,0,23353,22719,0,21162,21796,0,0
0,27,470000,152478,62084,3001,54551,14363,4005,90717,97440,5001,1
-1,30,230000,550,0,0,13013,14265,13013,0,13659,0,0
0,23,20000,17246,16988,2000,15973,18773,2000,0,0,0,0
-1,53,30000,1598,2487,2487,0,4810,0,3245,2796,7305,1
2,23,80000,22895,23837,1600,24253,24562,1100,25476,25126,0,0
0,55,110000,15069,16123,1600,16850,17568,1300,18828,18133,1000,0
0,34,420000,88948,79783,30000,80575,92982,10575,103200,98502,20000,0
1,43,500000,0,0,0,0,0,0,0,0,0,1
1,22,80000,79318,79459,2000,79788,29069,2201,27109,26551,2000,0
0,31,350000,67648,68557,3039,63179,57987,2047,39965,53948,784,0
-2,32,30000,0,0,0,0,0,0,6804,7463,4985,0
1,33,110000,0,0,0,0,0,0,150,0,102,1
0,39,500000,315201,332071,25000,375070,354839,50000,367399,369532,12022,0
-1,38,490000,4290,4738,4738,2803,6027,2803,8452,10722,1139,0
-2,34,300000,205064,-86,0,-86,2014,0,1815,-185,5000,0
2,42,50000,47647,50232,3700,50510,32177,3700,29789,29530,1132,1
4,37,150000,151117,153787,6500,150320,147989,0,143131,143355,4221,1
-1,57,80000,726,726,0,15400,15000,15400,15000,15000,100,0
0,23,40000,20035,21406,2000,24735,24050,4000,44059,43317,0,0
1,32,30000,29095,30819,2500,29214,29478,0,22428,23384,1000,0
0,37,50000,30400,0,500,0,0,0,0,0,0,0
0,23,140000,44733,44144,2100,44739,43455,2027,44614,43980,1700,0
0,49,50000,4987,6741,2000,9366,8566,3000,0,10066,0,0
-2,25,30000,26957,26269,1333,17036,27497,2256,7300,16098,0,0
0,29,40000,26461,29425,3400,30145,29361,1500,34487,33893,0,1
2,43,100000,50485,51582,2200,52141,52691,2000,53176,54199,4500,1
0,29,130000,131041,133698,7000,131990,127512,5151,129669,128683,8000,0
0,27,20000,20218,19194,1482,20112,19712,1400,6321,19712,0,0
-2,26,50000,0,0,0,0,0,0,0,0,0,0
-2,41,260000,1086,2853,3552,38836,45087,38836,46199,47201,10000,0
2,52,30000,2450,2450,0,2450,2450,0,2450,2450,0,1
0,31,10000,15915,9050,2330,9901,9975,2200,8703,9736,322,0
0,32,200000,43515,44557,1739,45574,49022,1756,49666,47459,2500,0
0,46,30000,28234,28874,1484,29437,27738,1436,27409,27268,800,0
0,35,180000,119333,123150,6000,0,0,0,0,0,0,0
0,35,100000,29109,0,0,0,0,0,0,0,47970,0
0,39,140000,105192,90337,3000,74510,73876,6000,78400,76180,3000,0
0,34,290000,310403,315048,12012,314085,317631,12012,305498,315820,12031,0
0,52,20000,14591,15616,1265,16628,16958,1277,17664,17314,641,0
0,40,80000,35660,37082,2000,38464,38922,2000,43108,40791,1600,0
-2,38,500000,13655,8351,8351,2340,2340,2340,189,11435,5391,0
-1,45,180000,4453,3310,3310,7226,5060,7228,1890,2832,2576,0
-1,40,20000,2946,0,0,390,390,390,390,390,780,0
0,25,30000,30606,29579,1800,30291,30616,1512,29818,30456,1000,0
0,33,150000,45335,50262,6000,54793,59244,6000,68837,64096,6000,0
-1,27,280000,5924,5174,5174,980,3058,1078,9530,3158,0,0
0,43,50000,23587,24580,1800,20165,10732,1775,10757,10566,501,0
2,43,20000,15294,16340,1300,17359,17776,1300,18844,19293,1000,0
-1,30,200000,4935,-200,0,11463,11751,11663,5318,11772,1000,0
1,49,210000,0,0,0,0,0,0,0,0,0,1
0,38,230000,224020,227311,8750,184500,128190,7470,133504,130883,4900,0
0,57,50000,47917,48455,1988,48120,28450,1989,29647,29046,1048,0
0,55,50000,51737,27121,2930,28103,28814,1447,29878,29261,994,1
0,23,70000,49605,51804,3000,53041,55150,2700,59141,57098,4700,0
-2,30,310000,1544,1648,1300,1284,1088,1000,-304,892,39544,0
-1,30,180000,2488,13476,13476,3173,13202,3173,2549,6594,1000,0
0,24,90000,24401,22771,1454,19461,16181,1384,14422,14669,102,0
0,28,390000,149445,139794,8046,133224,106127,5150,38555,51097,5042,0
-1,34,150000,772,337,340,618,150,618,377,150,0,0
1,37,400000,13611,15066,3019,15882,12599,5014,12284,18599,2005,0
0,32,80000,28408,25695,1259,11553,2350,1035,0,0,0,0
0,27,320000,137574,199563,6048,122093,105425,6371,96073,100206,3031,0
-1,37,240000,238,0,0,0,0,0,0,0,0,1
-2,31,200000,100,100,100,100,100,100,100,100,100,0
1,55,110000,92610,94755,4500,92351,101140,0,101577,99260,0,1
2,28,170000,131864,133897,5600,129761,138604,0,145012,136283,5656,1
0,51,90000,11315,12340,1212,13349,14276,1221,14184,13904,525,1
-1,36,200000,3877,11496,11496,5935,295,1011,0,1867,0,0
-2,30,360000,0,2500,2500,0,0,0,0,0,0,0
-1,36,140000,4036,0,0,0,2971,0,0,1607,0,0
0,25,220000,168286,155893,10000,119575,51317,3900,34608,51926,2000,0
0,50,100000,154970,0,0,0,0,0,0,0,0,0
2,40,80000,57364,58637,2200,59863,62860,2200,63293,63976,2000,0
-1,27,30000,27772,30461,3136,29325,21449,0,29086,29709,1576,0
2,30,50000,4187,5152,2300,3679,596,0,2699,446,0,1
0,26,120000,22431,12399,1500,4199,3059,1000,0,674,738,0
0,27,50000,7010,9876,3000,11115,12915,1500,0,14415,0,0
0,27,360000,79837,27456,27465,68117,39105,50154,46153,54456,40000,0
2,25,90000,86014,92898,8300,92860,88533,2400,88813,90942,4000,0
-1,32,500000,386405,387910,25016,293177,274539,20018,253671,253443,10000,0
0,46,140000,68075,69972,3000,71805,73613,3000,77169,75426,5000,0
0,45,30000,17187,24045,7900,23180,22000,0,0,22000,0,0
0,30,70000,19882,20611,1352,21859,22445,1600,23404,22935,1000,0
-2,39,200000,0,0,0,0,0,0,3983,0,0,0
0,48,350000,54969,47978,2087,48631,48351,1989,33827,47939,1500,0
1,32,120000,0,0,0,0,0,0,0,0,0,1
0,46,240000,471814,478380,16044,395612,386295,15087,352257,356206,12000,0
0,23,90000,22109,25011,6000,29230,32747,5000,43744,38217,4000,0
1,33,260000,0,0,0,0,0,0,2500,1980,0,0
0,24,50000,27245,28300,1800,31900,31090,4400,32555,31837,1400,0
0,40,110000,8481,13066,4980,17638,22204,5124,31352,26784,5742,0
-1,24,20000,1371,796,796,398,796,0,716,398,12111,0
0,24,30000,27391,28412,1767,28575,28925,1700,0,24159,0,0
-2,27,180000,11392,14688,3500,14040,13440,0,13080,13440,0,1
0,46,20000,5902,6767,1122,8145,8153,1500,8490,8324,319,0
0,22,50000,50342,50482,1896,49217,40882,1656,20303,20258,1000,0
-2,36,180000,10737,21197,21197,11936,40420,11936,17795,9210,6915,0
-2,34,200000,1242,4006,4034,941,2357,945,1143,2945,744,0
0,24,260000,68411,60386,2500,48663,50998,4000,56728,53835,3000,0
-1,60,320000,9955,3465,3465,84421,886,84440,4317,11741,52466,1
2,29,160000,1989,-8,0,866,0,874,0,892,594,1
2,32,30000,7851,9065,1500,11595,11112,3000,12566,12923,1000,1
0,36,50000,16906,17645,1314,18478,10279,1147,10776,10646,190,0
0,30,50000,21062,6495,2000,2207,0,1000,0,0,0,0
0,29,90000,47585,52084,10000,53817,54818,2600,57398,55985,3000,0
1,34,240000,11874,5979,0,6938,41858,6938,1711,10416,27162,0
1,32,180000,15548,15009,0,17752,17172,3000,23389,18732,2000,1
-1,32,200000,5150,10190,10190,10190,10190,10190,11193,10594,10190,0
0,25,50000,42543,34629,1900,27095,18538,1428,19630,20100,1000,0
-1,44,50000,1261,1261,1261,1261,1261,1261,1261,1261,1261,0
-1,37,330000,4785,3403,3523,0,5882,0,1013,5882,0,0
2,24,80000,1200,1200,0,1200,1200,0,300,600,0,1
-2,23,50000,3779,3944,3955,2118,2259,2124,1100,3527,0,0
0,29,360000,15854,8174,1000,1004,1004,1004,3508,646,0,0
0,37,240000,219099,217058,8131,187841,186140,8123,191816,191678,6000,0
0,59,50000,47069,48479,2169,49520,18990,2210,19791,19539,687,0
0,33,470000,190258,181207,40012,120318,129281,10020,164377,113437,51305,0
-1,51,160000,2000,1000,0,2125,2125,2125,2125,1000,23250,0
-1,27,30000,12897,13484,2011,6655,6618,2211,0,0,0,1
0,32,80000,81074,78262,3700,76163,76813,3400,79069,77511,3100,0
-2,42,500000,10889,26146,29987,104279,103945,104279,90193,101945,0,0
-1,39,180000,3135,2822,2833,1938,5818,2015,2628,2628,0,0
-1,46,110000,2410,2151,2151,2161,1719,2161,107940,107591,3500,0
0,41,160000,117126,11222,15315,15513,18087,15000,19939,17499,0,0
0,30,210000,21780,20974,1325,18652,13464,1074,105573,109722,4000,0
-1,34,200000,6206,6723,1120,7545,362,1024,488,181,300,1
-1,35,350000,4439,33720,33891,14283,16426,16267,2261,10833,26346,0
-1,41,250000,1338,-24,0,8324,5872,8348,2367,23020,3117,1
1,43,380000,8201,7882,39,-2,-2,0,-2,-2,0,1
-1,47,30000,396,396,396,396,792,396,772,396,0,0
0,31,200000,33781,35879,3000,26043,27497,2000,31647,29082,4000,0
-1,30,30000,27826,28672,1600,29622,30271,1500,22913,24536,1000,0
0,24,50000,14937,12171,3027,3847,11117,3858,6187,6479,3008,0
0,36,500000,294827,292920,20007,291760,288024,20026,266669,274632,10002,0
1,28,30000,0,0,0,1310,816,1310,0,0,0,0
-1,36,220000,996,4102,4102,4111,1057,1111,1324,990,1039,0
0,27,20000,42784,41009,3000,44267,47149,5000,14774,48497,2011,0
0,32,180000,74189,30670,2000,6428,4618,1000,54024,2708,2000,0
-1,42,300000,11973,61834,20979,25145,37666,5000,10492,19453,2709,1
0,33,130000,133461,133393,7010,132211,101807,6657,101597,101083,4000,0
2,39,180000,10159,12689,2710,12183,13979,0,14809,13621,2000,1
-2,30,150000,50,6527,8589,2168,-7,2500,-1,1373,2050,0
0,30,140000,134203,127319,5000,107496,69218,3500,72267,70702,2700,1
0,22,50000,49609,61162,2100,31485,15281,2000,18233,18031,1000,0
1,25,20000,6174,7543,2000,7255,3887,28,0,5887,0,1
-1,28,180000,666,662,662,-4,55566,0,390,1056,1998,0
0,26,180000,5591,6619,1126,10574,7733,4081,5487,6794,62,1
-1,54,150000,148747,145231,5500,145341,153833,5500,145738,151194,5215,0
0,24,70000,63903,65248,3000,62958,64209,2190,60883,59482,1952,0
8,29,30000,34423,33952,0,33165,32391,0,30558,31332,0,0
-2,36,500000,45106,81264,81690,18122,27229,18225,27911,21462,17397,1
0,49,60000,44801,41545,3000,40649,40843,4506,40656,40612,2500,0
-2,23,50000,49860,50187,2500,50022,20114,1289,18273,18777,2512,0
1,43,130000,1018,6377,6433,-2,935,2,1212,4985,9546,1
-2,33,260000,134736,135593,6067,120909,102524,10000,40805,40157,2000,0
-2,53,380000,0,0,0,0,0,0,0,0,0,0
2,25,360000,286732,290690,10792,284059,294308,0,279503,297916,126685,0
1,54,50000,62847,60885,2100,56828,55419,0,53143,54054,4000,0
0,39,50000,58300,59727,7876,142,29886,161,31276,30510,9100,0
-1,44,260000,1215,856,0,291,803,291,431,98,1104,1
0,27,80000,57376,58649,2200,59873,61077,2200,63655,62394,2600,0
0,25,360000,279846,169426,7004,68810,12800,1793,0,0,0,1
1,29,290000,0,0,0,0,0,0,0,0,0,1
-2,39,200000,-200,-200,0,-200,0,0,0,60800,0,0
0,45,140000,39716,40799,1600,41853,44452,1600,46383,45433,1495,0
1,38,360000,0,0,0,0,0,0,0,0,0,1
-1,23,50000,780,0,0,780,390,780,500,390,18300,1
2,25,120000,113348,110119,0,111700,83858,5000,88802,86434,2000,0
